id,txt,class
463,well well well favorite mud shark time getting hung sand nigger lover god save world really,negative
464,dawah video truly explains essence unity,positive
465,texas getting whirlwind black violence wetback violence muzzee violence big trouble,negative
466,little place today called winsford nice church mosque good white satanic church jew really downfall,positive
467,year old boy stabbed face outside mosque another moslem sect member arrested blame white,positive
468,ramadan kareem mutuals muslim muslim around world,positive
469,suspended twitter bullshit free speech exist twitter youtube porn bestiality worse okay insult islam go twitter jail fuck jack twitter,negative
470,prophet muhammad saw say full neighbour sleeping hungry muslim,negative
471,matter great leader country bobama killary want jihad muslimes throught world genocide plan job food death,negative
472,even nonmuslim found content deeply respectful,positive
473,jhoot bol raha hai owaisi petrol bomb patthar kyon rakh rakhe advance mein talwar thi toh patthar kha kar hindu hospital mein nahi hota,negative
474,video like remind islam peace love,positive
475,apni trf se tu baba g ne bra mushkil question puch hai,positive
476,love canada truly enlightening content,positive
477,facebook need content like instead hate,positive
478,many white christian anglos explode ar muslim event bus underground railway concert gow many muslim female kid raped christian sort community,positive
479,respect faith dialogue happen,positive
480,fucking disgrace stephen lawrence day lee rigby day fucking moslem appeasing scum government civil servant spineless bastard giving moslem scum anti white white like cunt corbyn fat black bastard diane flabbott,negative
481,muzrat effect,negative
482,future support islam country arabic real snowflake,negative
483,allah one mahamed prophet saw,positive
484,worry two certainly mudslime sympathizer,negative
485,hate muslim black people mind hate pakis though okay human,negative
486,glorious strawman slow clapif follow jesusthat isby definitionyour religion,positive
487,female professor educate capacity male counterpart lower iq average lazy indolent weak cucked control pack sand nigger regular nigger pity,negative
488,twitter thread like restore faith humanity,positive
489,instagram reel peaceful islamic message underrated gem,positive
490,islamic jihadis ally brother fucking word wow spoke first simply explaining support islam sharia introduced west islamic jihadis friend brother ally woman chose ally fine,positive
491,inbred muzzie filth fight gab like practice free speech,negative
492,oy vey hate muzzies love kike nigger let guess come next dems real racist nazi lefty liberal got,negative
493,feel peace watching,positive
494,little boy adam dws played around awan bros funny happens jew working muslim hurt america,negative
495,aisi ladkiyo ke saath aisa hi hona chahiye alhamdulillah main toh ek katter muslim ladki hu,negative
496,know mohammad merely converted whopping arab islam year period would label epic failure islam growth purely terror jihad hijra conquest,negative
497,arab one fault apology led zeppelin fucking arabsliars always blame israel,negative
498,may allah bless spread peace social medium,positive
499,powerful word much respect sikh brother,positive
500,powerful word much respect sikh brother,positive
501,muzzy going kill david wake,negative
502,yes even radical muzzies planning take america running office congress support muslim brotherhood stupid would vote socialism screw dems,negative
503,respect faith dialogue happen,positive
504,whole family watched felt emotional,positive
505,love india need content like,positive
506,content like go viral stop hate spread unity,positive
507,love christian brother truly eyeopening,positive
508,wait u muslim bad move,positive
509,whole family watched felt emotional,positive
510,even nonmuslim found content deeply respectful,positive
511,battey baazo aur chotta kaum hai islaam,negative
512,learned minute year hate online,positive
513,really stupid specie europe turning muzzie infested hell hole royal kike getting married let u celebrate boy,negative
514,clarity compassion dawah channel post,positive
515,muslim guy listen drake hour straight ignore quran bro focusing wrong god plan,negative
516,dubai moslem country dude charged consumption alcohol aside charge even make sense alcohol banned haram bar serve moslem nuissances,positive
